movie_id,title,tags
2024,The Patriot,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son. Drama History War Action rebel southernusa lossofson martialarts general lossoffamily passion insurgence french daughter southcarolina british basedontruestory gore mission BenjaminMartin GabrielMartin CharlotteSelton RolandEmmerich"
163,Ocean's Twelve,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels. Thriller Crime sequel fabergéegg dutcheastindiancompany second part goldenegg goon DannyOcean RustyRyan IsabelLahiri StevenSoderbergh"
787,Mr. & Mrs. Smith,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry. Action Comedy Drama Thriller bomb assassin secretidentity secret assaultrifle gun marriedcouple hitman decoy marriagecrisis marriage job dysfunctionalmarriage gunfight bulletwound JaneSmith JohnSmith Eddie DougLiman"
262500,Insurgent,"Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart. Adventure ScienceFiction Thriller basedonnovel revolution dystopia sequel dystopicfuture youngadult 3d divergent Beatrice""Tris""Prior Tobias""Four""Eaton JeanineMatthews RobertSchwentke"
2567,The Aviator,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder. Drama ladykiller pilot biography womanizer aviation phobia u.s.congress flyingboat testflight HowardHughes KatharineHepburn AvaGardner MartinScorsese"
38745,Gulliver's Travels,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens. Comedy journalist forbiddenlove princess royalcourt 3d LemuelGulliver DarcySilverman PrincessMary RobLetterman"
40805,The Green Hornet,"Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz). Action Crime Comedy bomb martialarts assassin vandalism nightclub training knife party playboy superhero revenge trap violence kato carchase methlab BrittReid/GreenHornet Kato Chudnofsky MichelGondry"
53182,300: Rise of an Empire,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy. Action War basedongraphicnovel ancientgreece duringcreditsstinger seabattle handtohandcombat minions navalwarfare 3d Themistocles Artemisia QueenGorgo NoamMurro"
41513,The Smurfs,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down. Animation Family Adventure Comedy Fantasy moon magic basedoncomicbook animation goodvsevil smurf blue vortex mischief catandmouse duringcreditsstinger Gargamel PatrickWinslow GraceWinslow RajaGosnell"
13700,Home on the Range,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys. Animation Family farm cow animal Maggie(voice) Mrs.Caloway(voice) Grace(voice) WillFinn JohnSanford"
262504,Allegiant,"Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare. Adventure ScienceFiction basedonnovel revolution dystopia sequel dystopicfuture youngadult basedonyoungadultnovel Beatrice""Tris""Prior Tobias""Four""Eaton Christina RobertSchwentke"
39254,Real Steel,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender. Action ScienceFiction Drama fathersonrelationship fight sport robot prizefighting fathersonreunion robotfighting CharlieKenton MaxKenton BaileyTallet ShawnLevy"
77931,The Smurfs 2,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue? Fantasy Family Comedy Animation basedoncartoon animation smurf Gargamel PatrickWinslow VictorDoyle RajaGosnell"
1639,Speed 2: Cruise Control,Sandra Bullock and Jason Patric star as a young couple whose dream cruise turns to terror when a lunatic computer genius (Willem Dafoe) sets a new course for destruction. Action Adventure Thriller boat cruise computer disaster diamond collisioncourse AnniePorter AlexShaw JohnGeiger JandeBont
80274,Ender's Game,"Based on the classic novel by Orson Scott Card, Ender's Game is the story of the Earth's most gifted children training to defend their homeplanet in the space wars of the future. ScienceFiction Action Adventure basedonnovel intolerance chosenone childprodigy futuristic space sciencefiction alieninvasion militaryschool moralitytale basedonyoungadultnovel EnderWiggin ColonelHyrumGraff PetraArkanian GavinHood"
1571,Live Free or Die Hard,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure. Action Thriller usa washingtond.c. helicopter hostage fbi kidnapping hacker satellite transportofprisoners trafficjam fistfight ex-cop sequel suspense shootout explosion violence cellphone carchase policecar walkietalkie basedonarticle cyberterrorism actionhero powerplant JohnMcClane Matthew'Matt'Farrell ThomasGabriel LenWiseman"
120,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed. Adventure Fantasy Action elves dwarves orcs middle-earth(tolkien) hobbit basedonnovel mountains fireworks castle volcano password deathofafriend uncle mirror wizard swordandsorcery FrodoBaggins GandalftheGrey Galadriel PeterJackson"
10204,Around the World in 80 Days,"A bet pits a British inventor, a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days. Action Adventure Comedy paris londonengland newyork julesverne sanfrancisco istanbul hotairballoon journeyroundtheworld Passepartout/LauXing PhileasFogg MoniqueLaroche FrankCoraci"
8489,Ali,"In 1964, a brash new pro boxer, fresh from his olympic gold medal victory, explodes on to the scene; Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test. Drama usa transporter boxer biography muhammad CassiusClay Drew'Bundini'Brown HowardCosell MichaelMann"
10588,The Cat in the Hat,"Conrad and Sally Walden are home alone with their pet fish. It is raining outside, and there is nothing to do. Until The Cat in the Hat walks in the front door. He introduces them to their imagination, and at first it's all fun and games, until things get out of hand, and The Cat must go, go, go, before their parents get back. Comedy Fantasy Family cat brothersisterrelationship boredom chaos stepfather basedonchildren'sbook TheCat SallyWalden ConradWalden BoWelch"
2048,"I, Robot","In 2035, where robots are common-place and abide by the three laws of robotics, a techno-phobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger. Action ScienceFiction suicide artificialintelligence manvsmachine chicago basedonnovel hero future law dystopia police murder robot 3d humanoidrobot DelSpooner SusanCalvin Sonny AlexProyas"
1495,Kingdom of Heaven,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades. Drama Action Adventure History War crusade epic knight swordsman orderofthetemplars religious knighttemplars saladin kingrichard BaliandeIbelin Sibylla Tiberias RidleyScott"
10137,Stuart Little,"The adventures of a heroic and debonair stalwart mouse named Stuart Little with human qualities, who faces some comic misadventures while searching for his lost bird friend and living with a human family as their child. Animation Fantasy Family Comedy brotherbrotherrelationship basedonnovel cat mouse adoption orphanage stepbrother kidsandfamily newyorkcitytwintowers gangster StuartLittle(voice) Mrs.EleanorLittle Mr.FredrickLittle RobMinkoff"
10198,The Princess and the Frog,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to do face the same problem after she kisses him. Romance Family Animation Music basedonnovel voodoo kiss princess animation cajun firefly basedonfairytale duringcreditsstinger bigdreams frogprince charlatan Tiana(voice) PrinceNaveen(voice) Dr.Facilier(voice) RonClements JohnMusker"
286217,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive. Drama Adventure ScienceFiction basedonnovel mars nasa isolation botanist stranded spaceship space engineering survival astronaut science deepspaceexplorer duringcreditsstinger battleforsurvival MarkWatney MelissaLewis AnnieMontrose RidleyScott"
1635,The Island,"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie. Action Thriller ScienceFiction Adventure clone transplantation loveofone'slife dystopia genetics freedom escape cloning plague LincolnSixEcho/TomLincoln JordanTwoDelta/SarahJordan AlbertLaurent MichaelBay"
24113,Town & Country,"Porter Stoddard is a well-known New York architect who is at a crossroads... a nexus where twists and turns lead to myriad missteps some with his wife Ellie, others with longtime friends Mona and her husband Griffin. Deciding which direction to take often leads to unexpected encounters with hilarious consequences. Comedy Romance architect cellist friends anniversary PorterStoddard EllieStoddard MonaMorris PeterChelsom"
9679,Gone in Sixty Seconds,"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive. Action Crime Thriller brotherbrotherrelationship detective carrace carthief blackmail brother remake heist betrayal organizedcrime shootout policechase explosion violence lockpick carchase stakeout illegaldrugs carmovie stolencars fordmustang blacklight Randall'Memphis'Raines Sara'Sway'Wayland KipRaines DominicSena"
98,Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death. Action Drama Adventure rome gladiator arena senate romanempire emperor slavery battlefield blood ancientworld fatherdaughterrelationship combat mothersonrelationship dreamsequence chariot philosopher barbarianhorde 2ndcentury successor Maximus Commodus Lucilla RidleyScott"
180,Minority Report,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge. Action Thriller ScienceFiction Mystery self-fulfillingprophecy washingtond.c. evidence future hologram dystopia murder neo-noir futurenoir ChiefJohnAnderton DannyWitwer Agatha StevenSpielberg"
672,Harry Potter and the Chamber of Secrets,"Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks. Adventure Fantasy Family flyingcar witch magic cuttingthecord childhero broom sorcerer'sapprentice schoolofwitchcraft giantsnake blackmagic aftercreditsstinger HarryPotter RonWeasley HermioneGranger ChrisColumbus"
36557,Casino Royale,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond – on his maiden mission as a 00 Agent – to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career. Adventure Action Thriller italy poker casino terrorist banker money freerunning torture britishsecretservice montenegro JamesBond VesperLynd LeChiffre MartinCampbell"
869,Planet of the Apes,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade. Thriller ScienceFiction Action Adventure gorilla spacemarine spacesuit revolution chimp slavery spacetravel timetravel dystopia alienplanet ape humansubjugation LeoDavidson GeneralThade Ari TimBurton"
280,Terminator 2: Judgment Day,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah. Action Thriller ScienceFiction cyborg shotgun post-apocalyptic dystopia moralambiguity mentalinstitution violence fictionalwar morphing nuclearweapons shapeshifter savior catchphrase TheTerminator SarahConnor T-1000 JamesCameron"
11322,Public Enemies,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive. History Crime Drama cinema hidingplace machinegun prisonguard escapefromprison dillinger MelvinPurvis JohnDillinger AlvinKarpis MichaelMann"
4982,American Gangster,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Based on a true story. Drama Crime underdog blackpeople drugtraffic drugsmuggle society ambition riseandfall cop drugdealing policecorruption gangster crime policedetective family lawenforcement aftercreditsstinger dishonesty criminalheroes FrankLucas RichieRoberts HueyLucas RidleyScott"
36955,True Lies,"Harry Tasker is a secret agent for the United States Government. For years, he has kept his job from his wife, but is forced to reveal his identity and try to stop nuclear terrorists when he and his wife are kidnapped by them. Action Thriller spy terrorist florida gun kidnapping horsebackriding floridakeys secretagent terroristplot topsecret womanwithglasses hitwithatelephone truthserum mushroomcloud jackhammer keywest HarryTasker HelenTasker AlbertGibson JamesCameron"
18487,The Taking of Pelham 1 2 3,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime. Thriller Drama Crime hostage newyorkcity newyorksubway subwaytrain stockmarket motorcyclecrash subwaytunnel aftercreditsstinger WalterGarber Ryder PhilRamos TonyScott"
39451,Little Fockers,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house. Comedy Romance nurse cat father-in-law vomit kidsandfamily viagra duringcreditsstinger JackByrnes GregFocker KevinRawley PaulWeitz"
27581,The Other Guys,"NYPD detectives Christopher Danson (Johnson) and P.K. Highsmith (Jackson) are the baddest and most beloved cops in New York City. They don't get tattoos, other men get tattoos of them. Two desks over and one back, sit detectives Allen Gamble (Ferrell) and Terry Hoitz (Wahlberg). You've seen them in the background of photos of Danson and Highsmith, out of focus and eyes closed. They're not heroes, they're ""the other guys."" But every cop has his or her day and soon Gamble and Hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into NYC's biggest crime. It's the opportunity of their lives, but do these guys have the right stuff? Action Comedy Crime narration ceo firetruck shotintheshoulder zipline buddycomedy carjacking aftercreditsstinger duringcreditsstinger DetectiveAllenGamble DetectiveTerryHoitz SheilaGamble AdamMcKay"
9268,Eraser,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's. Action Drama Mystery Thriller suicide ambush showdown hostage traitor newidentity hitman witness witnessprotection armsdealer deception betrayal treason conspiracy u.s.marshal gunfight train explosion violence sabotage corporatecrime rogueagent assassinationattempt x-rayvision railgun U.S.MarshalJohn'TheEraser'Kruger U.S.MarshalRobertDeguerin LeeCullen ChuckRussell"
68718,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner. Drama Western bountyhunter hero plantation society friendship friends revenge rivalry rescue shootout racism danger dentist django dualrole aftercreditsstinger oddcouple blackslave deadly chasesandraces 19thcentury Django Dr.KingSchultz CalvinCandie QuentinTarantino"
10545,The Hunchback of Notre Dame,"When Quasi defies the evil Frollo and ventures out to the Festival of Fools, the cruel crowd jeers him. Rescued by fellow outcast the gypsy Esmeralda, Quasi soon finds himself battling to save the people and the city he loves. Drama Animation Family paris basedonnovel judge obsession dance sword mockery ugliness cathedral musical fool bell religion orphan armycaptain festival angrymob witchhunt 15thcentury Quasimodo(voice) Esmeralda(voice) Frollo(voice) GaryTrousdale KirkWise"
11688,The Emperor's New Groove,"Kuzco is a self-centered emperor who summons Pacha from a village and to tell him that his home will be destroyed to make room for Kuzco's new summer home. Kuzco's advisor, Yzma, tries to poison Kuzco and accidentally turns him into a llama, who accidentally ends up in Pacha's village. Pacha offers to help Kuzco if he doesn't destroy his house, and so they form an unlikely partnership. Adventure Animation Comedy Family Fantasy centralandsouthamerica birthday emperor palace kingdom berater llama Kuzco(voice) Patcha(voice) Yzma(voice) MarkDindal"
76163,The Expendables 2,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat. Action Adventure Thriller airplane numberintitle airplanecrash violence beard ensemblecast lossoffriend wisecrackhumor airportlounge asianwoman BarneyRoss LeeChristmas GunnarJensen SimonWest"
2059,National Treasure,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do. Adventure Action Thriller Mystery riddle treasure treasurehunt archaeologist archeology  BenGates AbigailChase RileyPoole JonTurteltaub"
2486,Eragon,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king. Fantasy Action Adventure Family basedonnovel mythicalcreature dragon fantasyworld teenagehero basedonyoungadultnovel Eragon Brom Arya StefenFangmeier"
16523,Where the Wild Things Are,"Max imagines running away from his mom and sailing to a far-off land where large talking beasts -- Ira, Carol, Douglas, the Bull, Judith and Alexander -- crown him as their king, play rumpus, build forts and discover secret hideaways. Family Fantasy children'sbook igloo wolfcostume swallowedwhole hitwitharock lying fallingdownahill snowballfight children'sperspectives Max Connie KW(voice) SpikeJonze"
116711,Epic,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world -- and ours. Animation Adventure Family Fantasy fantasy miniaturepeople Nod(voice) MaryKatherine(M.K.)(voice) Ronin(voice) ChrisWedge
37710,The Tourist,"American tourist Frank (Johnny Depp) meets mysterious British woman Elsie (Angelina Jolie) on the train to Venice. Romance seems to bud, but there's more to her than meets the eye. Remake of the 2005 French film ""Anthony Zimmer"", written and directed by Jérôme Salle. Action Thriller Romance paris hotel falseidentity undercoveragent romance FrankTupelo EliseClifton-Ward InspectorJohnAcheson FlorianHenckelvonDonnersmarck"
9946,End of Days,"On December 28th, 1999, the citizens of New York City are getting ready for the turn of the millennium. However, the Devil decides to crash the party by coming to the city, inhabiting a man's body, and searching for his chosen bride, a 20-year-old woman named Christine York. The world will end, and the only hope lies within an atheist called Jericho Cane. Action Fantasy Horror Mystery christianity sex newyear'seve pastor nudity mephisto nightmare bible satanist faith ex-cop anti-christ millenium atheist suspense priest hospital train newyorkcity explosion church violence devil womaninjeopardy satanic flashback stigmata JerichoCane Satan BobbyChicago PeterHyams"
1372,Blood Diamond,"An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide. Drama Thriller Action rebel journalist journalism lossoffamily slavery mercenary diamondmine sierraleone bootlegger fisherman specialunit smuggling genocideinrwanda oppression DannyArcher SolomonVandy MaddyBowen EdwardZwick"
106646,The Wolf of Wall Street,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography. Crime Drama Comedy corruption sex sexuality bank humor biography wallstreet marriagecrisis riseandfall stockbroker drug stockbroker JordanBelfort DonnieAzoff NaomiLapaglia MartinScorsese"
414,Batman Forever,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin. Action Crime Fantasy riddle dccomics rose gothamcity partner superhero robin brokenneck psychologist violence criminal districtattorney millionaire fallingdownstairs tiedup tommygun beretta knockedout superpowers disfigurement fatherfigure BruceWayne/Batman HarveyDent/Two-Face EdwardNygma/TheRiddler JoelSchumacher"
563,Starship Troopers,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"". Adventure Action Thriller ScienceFiction moon asteroid spacemarine intelligence buenosaires spacebattle dystopia army satire spaceship soldier drillinstructor military JohnnyRico DizzyFlores CarmenIbañez PaulVerhoeven"
83542,Cloud Atlas,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future. Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis. Drama ScienceFiction clone future dystopia ensemblecast duringcreditsstinger century womandirector 1930s Dr.HenryGoose/HotelManager/IsaacSachs/DermotHoggins/CavendishLook-a-LikeActor/Zachry NativeWoman/JocastaAyrs/LuisaRey/IndianPartyGuest/Ovid/Meronym CaptainMolyneux/VyvyanAyrs/TimothyCavendish/KoreanMusician/Prescient2 TomTykwer LillyWachowski LanaWachowski"
41216,Legend of the Guardians: The Owls of Ga'Hoole,"Soren, a young barn owl, is kidnapped by owls of St. Aggie's, ostensibly an orphanage, where owlets are brainwashed into becoming soldiers. He and his new friends escape to the island of Ga'Hoole, to assist its noble, wise owls who fight the army being created by the wicked rulers of St. Aggie's. The film is based on the first three books in the series. Animation Adventure Family Fantasy owl Gylfie(voice) Otulissa(voice) Marella(voice) ZackSnyder"
314,Catwoman,"Liquidated after discovering a corporate conspiracy, mild-mannered graphic artist Patience Phillips washes up on an island, where she's resurrected and endowed with the prowess of a cat -- and she's eager to use her new skills ... as a vigilante. Before you can say ""cat and mouse,"" handsome gumshoe Tom Lone is on her tail. Action Crime whiterussian sex dccomics beauty sexism basketball superheroine femaleprotagonist evilcorporation catwoman maskedsuperhero catlady PatiencePhillips/Catwoman TomLone LaurelHedare Pitof"
184315,Hercules,"Fourteen hundred years ago, a tormented soul walked the earth that was neither man nor god. Hercules was the powerful son of the god king Zeus, for this he received nothing but suffering his entire life. After twelve arduous labors and the loss of his family, this dark, world-weary soul turned his back on the gods finding his only solace in bloody battle. Over the years he warmed to the company of six similar souls, their only bond being their love of fighting and presence of death. These men and woman never question where they go to fight or why or whom, just how much they will be paid. Now the King of Thrace has hired these mercenaries to train his men to become the greatest army of all time. It is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become. Action Adventure mercenary battle ancientgreece hercules warrior sagen Hercules Amphiarus Cotys BrettRatner"
9016,Treasure Planet,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms. But, soon, Jim realizes Silver is a pirate intent on mutiny! Adventure Animation Family Fantasy ScienceFiction cyborg basedonnovel spacemarine mutiny lossoffather map pirategang treasurehunt littleboy space alien animation money treasuremap planet troubledteen spacepirate JimHawkins(voice) JohnSilver(voice) DoctorDoppler(voice) RonClements JohnMusker"
18162,Land of the Lost,"On his latest expedition, Dr. Rick Marshall is sucked into a space-time vortex alongside his research assistant and a redneck survivalist. In this alternate universe, the trio make friends with a primate named Chaka, their only ally in a world full of dinosaurs and other fantastic creatures. Adventure Comedy ScienceFiction alienlife-form dinosaur primate duringcreditsstinger Dr.RickMarshall Holly WillStanton BradSilberling"
138103,The Expendables 3,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet. Action Adventure Thriller cia armsdealer sequel rescuemission hospital battle sledgehammer revolver BarneyRoss LeeChristmas MaxDrummer PatrickHughes"
257088,Point Break,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"". Action Crime Thriller undercover undercoveragent extremesports fbiagent 3d Bodhi JohnnyUtah SamsaraDietz EricsonCore"
10214,Son of the Mask,"Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be. Fantasy Comedy Family Adventure baby mask viking TimAvery Loki TonyaAvery LawrenceGuterman"
